report_week,reference_week,ach_region,sex,counts
2023-09-04,2023-09-04,Cascade Pacific Action Alliance,Male,4
2023-09-04,2023-09-04,Elevate Health,Female,13
2023-09-04,2023-09-04,Elevate Health,Male,8
2023-09-04,2023-09-04,Greater Columbia ACH,Female,8
2023-09-04,2023-09-04,Greater Columbia ACH,Male,11
2023-09-04,2023-09-04,HealthierHere,Female,46
2023-09-04,2023-09-04,HealthierHere,Male,28
2023-09-04,2023-09-04,North Central ACH,Female,6
2023-09-04,2023-09-04,North Central ACH,Male,5
2023-09-04,2023-09-04,North Sound ACH,Female,9
2023-09-04,2023-09-04,North Sound ACH,Male,26
2023-09-04,2023-09-04,Olympic Community of Health,Female,1
2023-09-04,2023-09-04,Olympic Community of Health,Male,3
2023-09-04,2023-09-04,SWACH,Female,5
2023-09-04,2023-09-04,SWACH,Male,4
2023-09-11,2023-07-03,Better Health Together,Female,132
2023-09-11,2023-07-03,Better Health Together,Male,109
2023-09-11,2023-07-03,Cascade Pacific Action Alliance,Female,122
2023-09-11,2023-07-03,Cascade Pacific Action Alliance,Male,109
2023-09-11,2023-07-03,Elevate Health,Female,164
2023-09-11,2023-07-03,Elevate Health,Male,145
2023-09-11,2023-07-03,Greater Columbia ACH,Female,139
2023-09-11,2023-07-03,Greater Columbia ACH,Male,148
2023-09-11,2023-07-03,HealthierHere,Female,383
2023-09-11,2023-07-03,HealthierHere,Male,390
2023-09-11,2023-07-03,North Central ACH,Female,49
2023-09-11,2023-07-03,North Central ACH,Male,55
2023-09-11,2023-07-03,North Sound ACH,Female,241
2023-09-11,2023-07-03,North Sound ACH,Male,216
2023-09-11,2023-07-03,Olympic Community of Health,Female,64
2023-09-11,2023-07-03,Olympic Community of Health,Male,73
2023-09-11,2023-07-03,SWACH,Female,108
2023-09-11,2023-07-03,SWACH,Male,93
2023-09-11,2023-07-10,Better Health Together,Female,126
2023-09-11,2023-07-10,Better Health Together,Male,106
2023-09-11,2023-07-10,Cascade Pacific Action Alliance,Female,107
2023-09-11,2023-07-10,Cascade Pacific Action Alliance,Male,122
2023-09-11,2023-07-10,Elevate Health,Female,165
2023-09-11,2023-07-10,Elevate Health,Male,170
2023-09-11,2023-07-10,Greater Columbia ACH,Female,145
2023-09-11,2023-07-10,Greater Columbia ACH,Male,146
2023-09-11,2023-07-10,HealthierHere,Female,399
2023-09-11,2023-07-10,HealthierHere,Male,389
2023-09-11,2023-07-10,North Central ACH,Female,49
2023-09-11,2023-07-10,North Central ACH,Male,52
2023-09-11,2023-07-10,North Sound ACH,Female,229
2023-09-11,2023-07-10,North Sound ACH,Male,238
2023-09-11,2023-07-10,Olympic Community of Health,Female,71
2023-09-11,2023-07-10,Olympic Community of Health,Male,70
2023-09-11,2023-07-10,SWACH,Female,100
2023-09-11,2023-07-10,SWACH,Male,95
2023-09-11,2023-07-17,Better Health Together,Female,102
2023-09-11,2023-07-17,Better Health Together,Male,102
2023-09-11,2023-07-17,Cascade Pacific Action Alliance,Female,118
2023-09-11,2023-07-17,Cascade Pacific Action Alliance,Male,119
2023-09-11,2023-07-17,Elevate Health,Female,168
2023-09-11,2023-07-17,Elevate Health,Male,147
2023-09-11,2023-07-17,Greater Columbia ACH,Female,131
2023-09-11,2023-07-17,Greater Columbia ACH,Male,115
2023-09-11,2023-07-17,HealthierHere,Female,410
2023-09-11,2023-07-17,HealthierHere,Male,407
2023-09-11,2023-07-17,North Central ACH,Female,45
2023-09-11,2023-07-17,North Central ACH,Male,45
2023-09-11,2023-07-17,North Sound ACH,Female,208
2023-09-11,2023-07-17,North Sound ACH,Male,225
2023-09-11,2023-07-17,Olympic Community of Health,Female,73
2023-09-11,2023-07-17,Olympic Community of Health,Male,66
2023-09-11,2023-07-17,SWACH,Female,109
2023-09-11,2023-07-17,SWACH,Male,100
2023-09-11,2023-07-24,Better Health Together,Female,124
2023-09-11,2023-07-24,Better Health Together,Male,111
2023-09-11,2023-07-24,Cascade Pacific Action Alliance,Female,118
2023-09-11,2023-07-24,Cascade Pacific Action Alliance,Male,111
2023-09-11,2023-07-24,Elevate Health,Female,169
2023-09-11,2023-07-24,Elevate Health,Male,164
2023-09-11,2023-07-24,Greater Columbia ACH,Female,128
2023-09-11,2023-07-24,Greater Columbia ACH,Male,116
2023-09-11,2023-07-24,HealthierHere,Female,372
2023-09-11,2023-07-24,HealthierHere,Male,432
2023-09-11,2023-07-24,North Central ACH,Female,48
2023-09-11,2023-07-24,North Central ACH,Male,49
2023-09-11,2023-07-24,North Sound ACH,Female,239
2023-09-11,2023-07-24,North Sound ACH,Male,227
2023-09-11,2023-07-24,Olympic Community of Health,Female,67
2023-09-11,2023-07-24,Olympic Community of Health,Male,61
2023-09-11,2023-07-24,SWACH,Female,96
2023-09-11,2023-07-24,SWACH,Male,106
2023-09-11,2023-07-31,Better Health Together,Female,101
2023-09-11,2023-07-31,Better Health Together,Male,115
2023-09-11,2023-07-31,Cascade Pacific Action Alliance,Female,115
2023-09-11,2023-07-31,Cascade Pacific Action Alliance,Male,95
2023-09-11,2023-07-31,Elevate Health,Female,171
2023-09-11,2023-07-31,Elevate Health,Male,149
2023-09-11,2023-07-31,Greater Columbia ACH,Female,147
2023-09-11,2023-07-31,Greater Columbia ACH,Male,114
2023-09-11,2023-07-31,HealthierHere,Female,383
2023-09-11,2023-07-31,HealthierHere,Male,376
2023-09-11,2023-07-31,North Central ACH,Female,45
2023-09-11,2023-07-31,North Central ACH,Male,43
2023-09-11,2023-07-31,North Sound ACH,Female,217
2023-09-11,2023-07-31,North Sound ACH,Male,227
2023-09-11,2023-07-31,Olympic Community of Health,Female,74
2023-09-11,2023-07-31,Olympic Community of Health,Male,65
2023-09-11,2023-07-31,SWACH,Female,108
2023-09-11,2023-07-31,SWACH,Male,94
2023-09-11,2023-08-07,Better Health Together,Female,107
2023-09-11,2023-08-07,Better Health Together,Male,103
2023-09-11,2023-08-07,Cascade Pacific Action Alliance,Female,107
2023-09-11,2023-08-07,Cascade Pacific Action Alliance,Male,104
2023-09-11,2023-08-07,Elevate Health,Female,143
2023-09-11,2023-08-07,Elevate Health,Male,160
2023-09-11,2023-08-07,Greater Columbia ACH,Female,134
2023-09-11,2023-08-07,Greater Columbia ACH,Male,114
2023-09-11,2023-08-07,HealthierHere,Female,412
2023-09-11,2023-08-07,HealthierHere,Male,349
2023-09-11,2023-08-07,North Central ACH,Female,47
2023-09-11,2023-08-07,North Central ACH,Male,41
2023-09-11,2023-08-07,North Sound ACH,Female,224
2023-09-11,2023-08-07,North Sound ACH,Male,195
2023-09-11,2023-08-07,Olympic Community of Health,Female,66
2023-09-11,2023-08-07,Olympic Community of Health,Male,65
2023-09-11,2023-08-07,SWACH,Female,101
2023-09-11,2023-08-07,SWACH,Male,84
2023-09-11,2023-08-14,Better Health Together,Female,86
2023-09-11,2023-08-14,Better Health Together,Male,93
2023-09-11,2023-08-14,Cascade Pacific Action Alliance,Female,91
2023-09-11,2023-08-14,Cascade Pacific Action Alliance,Male,97
2023-09-11,2023-08-14,Elevate Health,Female,129
2023-09-11,2023-08-14,Elevate Health,Male,138
2023-09-11,2023-08-14,Greater Columbia ACH,Female,116
2023-09-11,2023-08-14,Greater Columbia ACH,Male,108
2023-09-11,2023-08-14,HealthierHere,Female,336
2023-09-11,2023-08-14,HealthierHere,Male,379
2023-09-11,2023-08-14,North Central ACH,Female,38
2023-09-11,2023-08-14,North Central ACH,Male,36
2023-09-11,2023-08-14,North Sound ACH,Female,194
2023-09-11,2023-08-14,North Sound ACH,Male,159
2023-09-11,2023-08-14,Olympic Community of Health,Female,65
2023-09-11,2023-08-14,Olympic Community of Health,Male,54
2023-09-11,2023-08-14,SWACH,Female,89
2023-09-11,2023-08-14,SWACH,Male,103
2023-09-11,2023-08-21,Better Health Together,Female,82
2023-09-11,2023-08-21,Better Health Together,Male,70
2023-09-11,2023-08-21,Cascade Pacific Action Alliance,Female,72
2023-09-11,2023-08-21,Cascade Pacific Action Alliance,Male,74
2023-09-11,2023-08-21,Elevate Health,Female,119
2023-09-11,2023-08-21,Elevate Health,Male,121
2023-09-11,2023-08-21,Greater Columbia ACH,Female,101
2023-09-11,2023-08-21,Greater Columbia ACH,Male,84
2023-09-11,2023-08-21,HealthierHere,Female,303
2023-09-11,2023-08-21,HealthierHere,Male,308
2023-09-11,2023-08-21,North Central ACH,Female,41
2023-09-11,2023-08-21,North Central ACH,Male,33
2023-09-11,2023-08-21,North Sound ACH,Female,171
2023-09-11,2023-08-21,North Sound ACH,Male,144
2023-09-11,2023-08-21,Olympic Community of Health,Female,44
2023-09-11,2023-08-21,Olympic Community of Health,Male,51
2023-09-11,2023-08-21,SWACH,Female,64
2023-09-11,2023-08-21,SWACH,Male,67
2023-09-11,2023-08-28,Better Health Together,Female,55
2023-09-11,2023-08-28,Better Health Together,Male,54
2023-09-11,2023-08-28,Cascade Pacific Action Alliance,Female,58
2023-09-11,2023-08-28,Cascade Pacific Action Alliance,Male,53
2023-09-11,2023-08-28,Elevate Health,Female,81
2023-09-11,2023-08-28,Elevate Health,Male,94
2023-09-11,2023-08-28,Greater Columbia ACH,Female,67
2023-09-11,2023-08-28,Greater Columbia ACH,Male,69
2023-09-11,2023-08-28,HealthierHere,Female,199
2023-09-11,2023-08-28,HealthierHere,Male,207
2023-09-11,2023-08-28,North Central ACH,Female,23
2023-09-11,2023-08-28,North Central ACH,Male,25
2023-09-11,2023-08-28,North Sound ACH,Female,108
2023-09-11,2023-08-28,North Sound ACH,Male,121
2023-09-11,2023-08-28,Olympic Community of Health,Female,43
2023-09-11,2023-08-28,Olympic Community of Health,Male,35
2023-09-11,2023-08-28,SWACH,Female,47
2023-09-11,2023-08-28,SWACH,Male,39
2023-09-11,2023-09-04,Better Health Together,Female,33
2023-09-11,2023-09-04,Better Health Together,Male,18
2023-09-11,2023-09-04,Cascade Pacific Action Alliance,Female,38
2023-09-11,2023-09-04,Cascade Pacific Action Alliance,Male,31
2023-09-11,2023-09-04,Elevate Health,Female,52
2023-09-11,2023-09-04,Elevate Health,Male,36
2023-09-11,2023-09-04,Greater Columbia ACH,Female,35
2023-09-11,2023-09-04,Greater Columbia ACH,Male,42
2023-09-11,2023-09-04,HealthierHere,Female,121
2023-09-11,2023-09-04,HealthierHere,Male,99
2023-09-11,2023-09-04,North Central ACH,Female,13
2023-09-11,2023-09-04,North Central ACH,Male,13
2023-09-11,2023-09-04,North Sound ACH,Female,48
2023-09-11,2023-09-04,North Sound ACH,Male,69
2023-09-11,2023-09-04,Olympic Community of Health,Female,12
2023-09-11,2023-09-04,Olympic Community of Health,Male,26
2023-09-11,2023-09-04,SWACH,Female,25
2023-09-11,2023-09-04,SWACH,Male,17
2023-09-11,2023-09-11,Better Health Together,Female,10
2023-09-11,2023-09-11,Better Health Together,Male,9
2023-09-11,2023-09-11,Cascade Pacific Action Alliance,Female,13
2023-09-11,2023-09-11,Cascade Pacific Action Alliance,Male,7
2023-09-11,2023-09-11,Elevate Health,Female,10
2023-09-11,2023-09-11,Elevate Health,Male,20
2023-09-11,2023-09-11,Greater Columbia ACH,Female,11
2023-09-11,2023-09-11,Greater Columbia ACH,Male,10
2023-09-11,2023-09-11,HealthierHere,Female,36
2023-09-11,2023-09-11,HealthierHere,Male,25
2023-09-11,2023-09-11,North Central ACH,Female,3
2023-09-11,2023-09-11,North Central ACH,Male,3
2023-09-11,2023-09-11,North Sound ACH,Female,20
2023-09-11,2023-09-11,North Sound ACH,Male,14
2023-09-11,2023-09-11,Olympic Community of Health,Female,5
2023-09-11,2023-09-11,Olympic Community of Health,Male,9
2023-09-11,2023-09-11,SWACH,Female,8
2023-09-11,2023-09-11,SWACH,Male,6
2023-09-18,2023-07-10,Better Health Together,Female,126
2023-09-18,2023-07-10,Better Health Together,Male,111
2023-09-18,2023-07-10,Cascade Pacific Action Alliance,Female,108
2023-09-18,2023-07-10,Cascade Pacific Action Alliance,Male,122
2023-09-18,2023-07-10,Elevate Health,Female,167
2023-09-18,2023-07-10,Elevate Health,Male,172
2023-09-18,2023-07-10,Greater Columbia ACH,Female,145
2023-09-18,2023-07-10,Greater Columbia ACH,Male,148
2023-09-18,2023-07-10,HealthierHere,Female,402
2023-09-18,2023-07-10,HealthierHere,Male,393
2023-09-18,2023-07-10,North Central ACH,Female,49
2023-09-18,2023-07-10,North Central ACH,Male,52
2023-09-18,2023-07-10,North Sound ACH,Female,230
2023-09-18,2023-07-10,North Sound ACH,Male,239
2023-09-18,2023-07-10,Olympic Community of Health,Female,72
2023-09-18,2023-07-10,Olympic Community of Health,Male,71
2023-09-18,2023-07-10,SWACH,Female,101
2023-09-18,2023-07-10,SWACH,Male,95
2023-09-18,2023-07-17,Better Health Together,Female,104
2023-09-18,2023-07-17,Better Health Together,Male,102
2023-09-18,2023-07-17,Cascade Pacific Action Alliance,Female,119
2023-09-18,2023-07-17,Cascade Pacific Action Alliance,Male,120
2023-09-18,2023-07-17,Elevate Health,Female,171
2023-09-18,2023-07-17,Elevate Health,Male,148
2023-09-18,2023-07-17,Greater Columbia ACH,Female,133
2023-09-18,2023-07-17,Greater Columbia ACH,Male,116
2023-09-18,2023-07-17,HealthierHere,Female,415
2023-09-18,2023-07-17,HealthierHere,Male,409
2023-09-18,2023-07-17,North Central ACH,Female,46
2023-09-18,2023-07-17,North Central ACH,Male,46
2023-09-18,2023-07-17,North Sound ACH,Female,212
2023-09-18,2023-07-17,North Sound ACH,Male,226
2023-09-18,2023-07-17,Olympic Community of Health,Female,74
2023-09-18,2023-07-17,Olympic Community of Health,Male,67
2023-09-18,2023-07-17,SWACH,Female,110
2023-09-18,2023-07-17,SWACH,Male,100
2023-09-18,2023-07-24,Better Health Together,Female,124
2023-09-18,2023-07-24,Better Health Together,Male,112
2023-09-18,2023-07-24,Cascade Pacific Action Alliance,Female,119
2023-09-18,2023-07-24,Cascade Pacific Action Alliance,Male,112
2023-09-18,2023-07-24,Elevate Health,Female,171
2023-09-18,2023-07-24,Elevate Health,Male,169
2023-09-18,2023-07-24,Greater Columbia ACH,Female,134
2023-09-18,2023-07-24,Greater Columbia ACH,Male,117
2023-09-18,2023-07-24,HealthierHere,Female,376
2023-09-18,2023-07-24,HealthierHere,Male,440
2023-09-18,2023-07-24,North Central ACH,Female,49
2023-09-18,2023-07-24,North Central ACH,Male,50
2023-09-18,2023-07-24,North Sound ACH,Female,244
2023-09-18,2023-07-24,North Sound ACH,Male,230
2023-09-18,2023-07-24,Olympic Community of Health,Female,68
2023-09-18,2023-07-24,Olympic Community of Health,Male,62
2023-09-18,2023-07-24,SWACH,Female,99
2023-09-18,2023-07-24,SWACH,Male,109
2023-09-18,2023-07-31,Better Health Together,Female,103
2023-09-18,2023-07-31,Better Health Together,Male,119
2023-09-18,2023-07-31,Cascade Pacific Action Alliance,Female,119
2023-09-18,2023-07-31,Cascade Pacific Action Alliance,Male,100
2023-09-18,2023-07-31,Elevate Health,Female,175
2023-09-18,2023-07-31,Elevate Health,Male,154
2023-09-18,2023-07-31,Greater Columbia ACH,Female,150
2023-09-18,2023-07-31,Greater Columbia ACH,Male,117
2023-09-18,2023-07-31,HealthierHere,Female,392
2023-09-18,2023-07-31,HealthierHere,Male,389
2023-09-18,2023-07-31,North Central ACH,Female,46
2023-09-18,2023-07-31,North Central ACH,Male,45
2023-09-18,2023-07-31,North Sound ACH,Female,221
2023-09-18,2023-07-31,North Sound ACH,Male,233
2023-09-18,2023-07-31,Olympic Community of Health,Female,75
2023-09-18,2023-07-31,Olympic Community of Health,Male,66
2023-09-18,2023-07-31,SWACH,Female,112
2023-09-18,2023-07-31,SWACH,Male,96
2023-09-18,2023-08-07,Better Health Together,Female,113
2023-09-18,2023-08-07,Better Health Together,Male,110
2023-09-18,2023-08-07,Cascade Pacific Action Alliance,Female,112
2023-09-18,2023-08-07,Cascade Pacific Action Alliance,Male,107
2023-09-18,2023-08-07,Elevate Health,Female,151
2023-09-18,2023-08-07,Elevate Health,Male,166
2023-09-18,2023-08-07,Greater Columbia ACH,Female,138
2023-09-18,2023-08-07,Greater Columbia ACH,Male,120
2023-09-18,2023-08-07,HealthierHere,Female,433
2023-09-18,2023-08-07,HealthierHere,Male,364
2023-09-18,2023-08-07,North Central ACH,Female,48
2023-09-18,2023-08-07,North Central ACH,Male,42
2023-09-18,2023-08-07,North Sound ACH,Female,232
2023-09-18,2023-08-07,North Sound ACH,Male,204
2023-09-18,2023-08-07,Olympic Community of Health,Female,69
2023-09-18,2023-08-07,Olympic Community of Health,Male,67
2023-09-18,2023-08-07,SWACH,Female,101
2023-09-18,2023-08-07,SWACH,Male,93
2023-09-18,2023-08-14,Better Health Together,Female,93
2023-09-18,2023-08-14,Better Health Together,Male,102
2023-09-18,2023-08-14,Cascade Pacific Action Alliance,Female,98
2023-09-18,2023-08-14,Cascade Pacific Action Alliance,Male,109
2023-09-18,2023-08-14,Elevate Health,Female,145
2023-09-18,2023-08-14,Elevate Health,Male,155
2023-09-18,2023-08-14,Greater Columbia ACH,Female,124
2023-09-18,2023-08-14,Greater Columbia ACH,Male,115
2023-09-18,2023-08-14,HealthierHere,Female,373
2023-09-18,2023-08-14,HealthierHere,Male,409
2023-09-18,2023-08-14,North Central ACH,Female,41
2023-09-18,2023-08-14,North Central ACH,Male,41
2023-09-18,2023-08-14,North Sound ACH,Female,212
2023-09-18,2023-08-14,North Sound ACH,Male,179
2023-09-18,2023-08-14,Olympic Community of Health,Female,70
2023-09-18,2023-08-14,Olympic Community of Health,Male,62
2023-09-18,2023-08-14,SWACH,Female,96
2023-09-18,2023-08-14,SWACH,Male,108
2023-09-18,2023-08-21,Better Health Together,Female,101
2023-09-18,2023-08-21,Better Health Together,Male,87
2023-09-18,2023-08-21,Cascade Pacific Action Alliance,Female,92
2023-09-18,2023-08-21,Cascade Pacific Action Alliance,Male,91
2023-09-18,2023-08-21,Elevate Health,Female,136
2023-09-18,2023-08-21,Elevate Health,Male,140
2023-09-18,2023-08-21,Greater Columbia ACH,Female,119
2023-09-18,2023-08-21,Greater Columbia ACH,Male,110
2023-09-18,2023-08-21,HealthierHere,Female,364
2023-09-18,2023-08-21,HealthierHere,Male,369
2023-09-18,2023-08-21,North Central ACH,Female,46
2023-09-18,2023-08-21,North Central ACH,Male,41
2023-09-18,2023-08-21,North Sound ACH,Female,194
2023-09-18,2023-08-21,North Sound ACH,Male,174
2023-09-18,2023-08-21,Olympic Community of Health,Female,52
2023-09-18,2023-08-21,Olympic Community of Health,Male,62
2023-09-18,2023-08-21,SWACH,Female,78
2023-09-18,2023-08-21,SWACH,Male,80
2023-09-18,2023-08-28,Better Health Together,Female,78
2023-09-18,2023-08-28,Better Health Together,Male,75
2023-09-18,2023-08-28,Cascade Pacific Action Alliance,Female,91
2023-09-18,2023-08-28,Cascade Pacific Action Alliance,Male,79
2023-09-18,2023-08-28,Elevate Health,Female,125
2023-09-18,2023-08-28,Elevate Health,Male,118
2023-09-18,2023-08-28,Greater Columbia ACH,Female,90
2023-09-18,2023-08-28,Greater Columbia ACH,Male,94
2023-09-18,2023-08-28,HealthierHere,Female,295
2023-09-18,2023-08-28,HealthierHere,Male,302
2023-09-18,2023-08-28,North Central ACH,Female,35
2023-09-18,2023-08-28,North Central ACH,Male,39
2023-09-18,2023-08-28,North Sound ACH,Female,155
2023-09-18,2023-08-28,North Sound ACH,Male,166
2023-09-18,2023-08-28,Olympic Community of Health,Female,64
2023-09-18,2023-08-28,Olympic Community of Health,Male,47
2023-09-18,2023-08-28,SWACH,Female,69
2023-09-18,2023-08-28,SWACH,Male,63
2023-09-18,2023-09-04,Better Health Together,Female,56
2023-09-18,2023-09-04,Better Health Together,Male,42
2023-09-18,2023-09-04,Cascade Pacific Action Alliance,Female,60
2023-09-18,2023-09-04,Cascade Pacific Action Alliance,Male,55
2023-09-18,2023-09-04,Elevate Health,Female,93
2023-09-18,2023-09-04,Elevate Health,Male,84
2023-09-18,2023-09-04,Greater Columbia ACH,Female,71
2023-09-18,2023-09-04,Greater Columbia ACH,Male,75
2023-09-18,2023-09-04,HealthierHere,Female,197
2023-09-18,2023-09-04,HealthierHere,Male,188
2023-09-18,2023-09-04,North Central ACH,Female,28
2023-09-18,2023-09-04,North Central ACH,Male,17
2023-09-18,2023-09-04,North Sound ACH,Female,106
2023-09-18,2023-09-04,North Sound ACH,Male,126
2023-09-18,2023-09-04,Olympic Community of Health,Female,27
2023-09-18,2023-09-04,Olympic Community of Health,Male,37
2023-09-18,2023-09-04,SWACH,Female,53
2023-09-18,2023-09-04,SWACH,Male,37
2023-09-18,2023-09-11,Better Health Together,Female,37
2023-09-18,2023-09-11,Better Health Together,Male,29
2023-09-18,2023-09-11,Cascade Pacific Action Alliance,Female,30
2023-09-18,2023-09-11,Cascade Pacific Action Alliance,Male,29
2023-09-18,2023-09-11,Elevate Health,Female,47
2023-09-18,2023-09-11,Elevate Health,Male,45
2023-09-18,2023-09-11,Greater Columbia ACH,Female,31
